"","Reporting unit","Reporting unit type","State","Peer group","Time period","Patient cohort","Number of patients","Percentage of patients seen on time","Peer group average"
"4345","Joondalup Health Campus (Public)","Hospital","WA","Large metropolitan hospitals","2012–13","Semi-Urgent",39982,52,"68%"
"4346","Joondalup Health Campus (Public)","Hospital","WA","Large metropolitan hospitals","2013–14","Semi-Urgent",41911,51,"72%"
"4347","Joondalup Health Campus (Public)","Hospital","WA","Large metropolitan hospitals","2014–15","Semi-Urgent",43925,49,"72%"
"4348","Joondalup Health Campus (Public)","Hospital","WA","Large metropolitan hospitals","2015–16","Semi-Urgent",43452,50,"73%"
"4349","Joondalup Health Campus (Public)","Hospital","WA","Large metropolitan hospitals","2016–17","Semi-Urgent",41141,49,"73%"
"4350","Joondalup Health Campus (Public)","Hospital","WA","Large metropolitan hospitals","2017–18","Semi-Urgent",40320,49,"72%"
"4351","Joondalup Health Campus (Public)","Hospital","WA","Large metropolitan hospitals","2018–19","Semi-Urgent",38842,52,"71%"
"4352","Joondalup Health Campus (Public)","Hospital","WA","Large metropolitan hospitals","2019–20","Semi-Urgent",39418,62,"74%"
"4353","Joondalup Health Campus (Public)","Hospital","WA","Large metropolitan hospitals","2011–12","Urgent",28539,30,"62%"
"4354","Joondalup Health Campus (Public)","Hospital","WA","Large metropolitan hospitals","2012–13","Urgent",28582,25,"63%"
"4355","Joondalup Health Campus (Public)","Hospital","WA","Large metropolitan hospitals","2013–14","Urgent",30175,26,"65%"
"4356","Joondalup Health Campus (Public)","Hospital","WA","Large metropolitan hospitals","2014–15","Urgent",34029,24,"63%"
"4357","Joondalup Health Campus (Public)","Hospital","WA","Large metropolitan hospitals","2015–16","Urgent",35514,26,"63%"
"4358","Joondalup Health Campus (Public)","Hospital","WA","Large metropolitan hospitals","2016–17","Urgent",37054,25,"61%"
"4359","Joondalup Health Campus (Public)","Hospital","WA","Large metropolitan hospitals","2017–18","Urgent",39133,27,"60%"
"4360","Joondalup Health Campus (Public)","Hospital","WA","Large metropolitan hospitals","2018–19","Urgent",38654,36,"59%"
"4361","Joondalup Health Campus (Public)","Hospital","WA","Large metropolitan hospitals","2019–20","Urgent",39080,45,"64%"
"4362","Kalgoorlie Health Campus","Hospital","WA","Medium regional hospitals","2011–12","Emergency",1530,76,"83%"
"4363","Kalgoorlie Health Campus","Hospital","WA","Medium regional hospitals","2012–13","Emergency",1296,100,"87%"
"4364","Kalgoorlie Health Campus","Hospital","WA","Medium regional hospitals","2013–14","Emergency",1634,64,"85%"
"4365","Kalgoorlie Health Campus","Hospital","WA","Medium regional hospitals","2014–15","Emergency",1881,84,"86%"
"4366","Kalgoorlie Health Campus","Hospital","WA","Medium regional hospitals","2015–16","Emergency",1794,80,"83%"
"4367","Kalgoorlie Health Campus","Hospital","WA","Medium regional hospitals","2016–17","Emergency",1538,89,"84%"
"4368","Kalgoorlie Health Campus","Hospital","WA","Medium regional hospitals","2017–18","Emergency",2347,83,"84%"
"4369","Kalgoorlie Health Campus","Hospital","WA","Medium regional hospitals","2018–19","Emergency",2841,79,"82%"
"4370","Kalgoorlie Health Campus","Hospital","WA","Medium regional hospitals","2019–20","Emergency",2828,70,"81%"
"4371","Kalgoorlie Health Campus","Hospital","WA","Medium regional hospitals","2011–12","Non-Urgent",3138,94,"92%"
"4372","Kalgoorlie Health Campus","Hospital","WA","Medium regional hospitals","2012–13","Non-Urgent",3307,100,"94%"
"4373","Kalgoorlie Health Campus","Hospital","WA","Medium regional hospitals","2013–14","Non-Urgent",3207,96,"94%"
"4374","Kalgoorlie Health Campus","Hospital","WA","Medium regional hospitals","2014–15","Non-Urgent",2266,97,"95%"
"4375","Kalgoorlie Health Campus","Hospital","WA","Medium regional hospitals","2015–16","Non-Urgent",1761,97,"95%"
"4376","Kalgoorlie Health Campus","Hospital","WA","Medium regional hospitals","2016–17","Non-Urgent",2399,97,"95%"
"4377","Kalgoorlie Health Campus","Hospital","WA","Medium regional hospitals","2017–18","Non-Urgent",2308,93,"94%"
"4378","Kalgoorlie Health Campus","Hospital","WA","Medium regional hospitals","2018–19","Non-Urgent",1629,89,"94%"
"4379","Kalgoorlie Health Campus","Hospital","WA","Medium regional hospitals","2019–20","Non-Urgent",2475,87,"94%"
"4380","Kalgoorlie Health Campus","Hospital","WA","Medium regional hospitals","2011–12","Resuscitation",66,97,"99%"
"4381","Kalgoorlie Health Campus","Hospital","WA","Medium regional hospitals","2012–13","Resuscitation",64,100,"100%"
"4382","Kalgoorlie Health Campus","Hospital","WA","Medium regional hospitals","2013–14","Resuscitation",71,93,"100%"
"4383","Kalgoorlie Health Campus","Hospital","WA","Medium regional hospitals","2014–15","Resuscitation",108,95,"99%"
"4384","Kalgoorlie Health Campus","Hospital","WA","Medium regional hospitals","2015–16","Resuscitation",94,99,"100%"
"4385","Kalgoorlie Health Campus","Hospital","WA","Medium regional hospitals","2016–17","Resuscitation",80,100,"99%"
"4386","Kalgoorlie Health Campus","Hospital","WA","Medium regional hospitals","2017–18","Resuscitation",105,100,"100%"
"4387","Kalgoorlie Health Campus","Hospital","WA","Medium regional hospitals","2018–19","Resuscitation",142,100,"100%"
"4388","Kalgoorlie Health Campus","Hospital","WA","Medium regional hospitals","2019–20","Resuscitation",209,100,"100%"
"4389","Kalgoorlie Health Campus","Hospital","WA","Medium regional hospitals","2011–12","Semi-Urgent",15381,75,"78%"
"4390","Kalgoorlie Health Campus","Hospital","WA","Medium regional hospitals","2012–13","Semi-Urgent",19507,100,"82%"
"4391","Kalgoorlie Health Campus","Hospital","WA","Medium regional hospitals","2013–14","Semi-Urgent",12171,80,"80%"
"4392","Kalgoorlie Health Campus","Hospital","WA","Medium regional hospitals","2014–15","Semi-Urgent",10573,88,"81%"
"4393","Kalgoorlie Health Campus","Hospital","WA","Medium regional hospitals","2015–16","Semi-Urgent",11058,87,"80%"
"4394","Kalgoorlie Health Campus","Hospital","WA","Medium regional hospitals","2016–17","Semi-Urgent",11762,87,"79%"
"4395","Kalgoorlie Health Campus","Hospital","WA","Medium regional hospitals","2017–18","Semi-Urgent",10966,78,"78%"
"4396","Kalgoorlie Health Campus","Hospital","WA","Medium regional hospitals","2018–19","Semi-Urgent",11310,68,"77%"
"4397","Kalgoorlie Health Campus","Hospital","WA","Medium regional hospitals","2019–20","Semi-Urgent",12504,67,"77%"
"4398","Kalgoorlie Health Campus","Hospital","WA","Medium regional hospitals","2011–12","Urgent",5367,68,"78%"
"4399","Kalgoorlie Health Campus","Hospital","WA","Medium regional hospitals","2012–13","Urgent",6008,100,"81%"
"4400","Kalgoorlie Health Campus","Hospital","WA","Medium regional hospitals","2013–14","Urgent",7234,67,"80%"
"4401","Kalgoorlie Health Campus","Hospital","WA","Medium regional hospitals","2014–15","Urgent",7735,84,"79%"
"4402","Kalgoorlie Health Campus","Hospital","WA","Medium regional hospitals","2015–16","Urgent",7635,83,"77%"
"4403","Kalgoorlie Health Campus","Hospital","WA","Medium regional hospitals","2016–17","Urgent",7237,83,"77%"
"4404","Kalgoorlie Health Campus","Hospital","WA","Medium regional hospitals","2017–18","Urgent",7948,78,"75%"
"4405","Kalgoorlie Health Campus","Hospital","WA","Medium regional hospitals","2018–19","Urgent",8109,73,"74%"
"4406","Kalgoorlie Health Campus","Hospital","WA","Medium regional hospitals","2019–20","Urgent",7155,67,"72%"
"4407","King Edward Memorial Hospital","Hospital","WA","Medium metropolitan hospitals","2011–12","Emergency",70,74,"79%"
"4408","King Edward Memorial Hospital","Hospital","WA","Medium metropolitan hospitals","2012–13","Emergency",115,77,"81%"
"4409","King Edward Memorial Hospital","Hospital","WA","Medium metropolitan hospitals","2013–14","Emergency",82,76,"83%"
"4410","King Edward Memorial Hospital","Hospital","WA","Medium metropolitan hospitals","2014–15","Emergency",86,70,"80%"
"4411","King Edward Memorial Hospital","Hospital","WA","Medium metropolitan hospitals","2015–16","Emergency",61,85,"77%"
"4412","King Edward Memorial Hospital","Hospital","WA","Medium metropolitan hospitals","2016–17","Emergency",83,83,"79%"
"4413","King Edward Memorial Hospital","Hospital","WA","Medium metropolitan hospitals","2017–18","Emergency",104,78,"77%"
"4414","King Edward Memorial Hospital","Hospital","WA","Medium metropolitan hospitals","2018–19","Emergency",146,84,"75%"
"4415","King Edward Memorial Hospital","Hospital","WA","Medium metropolitan hospitals","2019–20","Emergency",163,81,"71%"
"4416","King Edward Memorial Hospital","Hospital","WA","Medium metropolitan hospitals","2011–12","Non-Urgent",2346,91,"91%"
"4417","King Edward Memorial Hospital","Hospital","WA","Medium metropolitan hospitals","2012–13","Non-Urgent",2011,90,"92%"
"4418","King Edward Memorial Hospital","Hospital","WA","Medium metropolitan hospitals","2013–14","Non-Urgent",1848,91,"92%"
"4419","King Edward Memorial Hospital","Hospital","WA","Medium metropolitan hospitals","2014–15","Non-Urgent",1797,95,"91%"
"4420","King Edward Memorial Hospital","Hospital","WA","Medium metropolitan hospitals","2015–16","Non-Urgent",1929,96,"91%"
"4421","King Edward Memorial Hospital","Hospital","WA","Medium metropolitan hospitals","2016–17","Non-Urgent",1688,96,"90%"
"4422","King Edward Memorial Hospital","Hospital","WA","Medium metropolitan hospitals","2017–18","Non-Urgent",877,95,"90%"
"4423","King Edward Memorial Hospital","Hospital","WA","Medium metropolitan hospitals","2018–19","Non-Urgent",567,90,"89%"
"4424","King Edward Memorial Hospital","Hospital","WA","Medium metropolitan hospitals","2019–20","Non-Urgent",1703,88,"90%"
"4425","King Edward Memorial Hospital","Hospital","WA","Medium metropolitan hospitals","2011–12","Resuscitation",6,NA,"99%"
"4426","King Edward Memorial Hospital","Hospital","WA","Medium metropolitan hospitals","2012–13","Resuscitation",7487.73865774618,NA,"100%"
"4427","King Edward Memorial Hospital","Hospital","WA","Medium metropolitan hospitals","2013–14","Resuscitation",8,NA,"100%"
"4428","King Edward Memorial Hospital","Hospital","WA","Medium metropolitan hospitals","2014–15","Resuscitation",6,NA,"99%"
"4429","King Edward Memorial Hospital","Hospital","WA","Medium metropolitan hospitals","2015–16","Resuscitation",7487.73865774618,NA,"100%"
"4430","King Edward Memorial Hospital","Hospital","WA","Medium metropolitan hospitals","2016–17","Resuscitation",6,NA,"100%"
"4431","King Edward Memorial Hospital","Hospital","WA","Medium metropolitan hospitals","2017–18","Resuscitation",7487.73865774618,NA,"100%"
"4432","King Edward Memorial Hospital","Hospital","WA","Medium metropolitan hospitals","2018–19","Resuscitation",16,100,"100%"
"4433","King Edward Memorial Hospital","Hospital","WA","Medium metropolitan hospitals","2019–20","Resuscitation",18,100,"100%"
"4434","King Edward Memorial Hospital","Hospital","WA","Medium metropolitan hospitals","2011–12","Semi-Urgent",6598,67,"69%"
"4435","King Edward Memorial Hospital","Hospital","WA","Medium metropolitan hospitals","2012–13","Semi-Urgent",6652,58,"71%"
"4436","King Edward Memorial Hospital","Hospital","WA","Medium metropolitan hospitals","2013–14","Semi-Urgent",6571,64,"74%"
"4437","King Edward Memorial Hospital","Hospital","WA","Medium metropolitan hospitals","2014–15","Semi-Urgent",6388,69,"73%"
"4438","King Edward Memorial Hospital","Hospital","WA","Medium metropolitan hospitals","2015–16","Semi-Urgent",5968,75,"72%"
"4439","King Edward Memorial Hospital","Hospital","WA","Medium metropolitan hospitals","2016–17","Semi-Urgent",5415,77,"73%"
"4440","King Edward Memorial Hospital","Hospital","WA","Medium metropolitan hospitals","2017–18","Semi-Urgent",5721,70,"72%"
"4441","King Edward Memorial Hospital","Hospital","WA","Medium metropolitan hospitals","2018–19","Semi-Urgent",5177,64,"71%"
"4442","King Edward Memorial Hospital","Hospital","WA","Medium metropolitan hospitals","2019–20","Semi-Urgent",6415,67,"74%"
"4443","King Edward Memorial Hospital","Hospital","WA","Medium metropolitan hospitals","2011–12","Urgent",1308,59,"67%"
"4444","King Edward Memorial Hospital","Hospital","WA","Medium metropolitan hospitals","2012–13","Urgent",1662,49,"66%"
"4445","King Edward Memorial Hospital","Hospital","WA","Medium metropolitan hospitals","2013–14","Urgent",1369,55,"68%"
"4446","King Edward Memorial Hospital","Hospital","WA","Medium metropolitan hospitals","2014–15","Urgent",1513,60,"66%"
"4447","King Edward Memorial Hospital","Hospital","WA","Medium metropolitan hospitals","2015–16","Urgent",1293,71,"65%"
"4448","King Edward Memorial Hospital","Hospital","WA","Medium metropolitan hospitals","2016–17","Urgent",1248,74,"65%"
"4449","King Edward Memorial Hospital","Hospital","WA","Medium metropolitan hospitals","2017–18","Urgent",1129,77,"63%"
"4450","King Edward Memorial Hospital","Hospital","WA","Medium metropolitan hospitals","2018–19","Urgent",2276,65,"63%"
"4451","King Edward Memorial Hospital","Hospital","WA","Medium metropolitan hospitals","2019–20","Urgent",2824,66,"67%"
"4452","Peel Health Campus","Hospital","WA","Medium metropolitan hospitals","2011–12","Emergency",3070,51,"79%"
"4453","Peel Health Campus","Hospital","WA","Medium metropolitan hospitals","2012–13","Emergency",3783,68,"81%"
"4454","Peel Health Campus","Hospital","WA","Medium metropolitan hospitals","2013–14","Emergency",3407,89,"83%"
"4455","Peel Health Campus","Hospital","WA","Medium metropolitan hospitals","2014–15","Emergency",4154,NA,"80%"
"4456","Peel Health Campus","Hospital","WA","Medium metropolitan hospitals","2015–16","Emergency",4489,NA,"77%"
"4457","Peel Health Campus","Hospital","WA","Medium metropolitan hospitals","2016–17","Emergency",5273,NA,"79%"
"4458","Peel Health Campus","Hospital","WA","Medium metropolitan hospitals","2017–18","Emergency",5086,65,"77%"
"4459","Peel Health Campus","Hospital","WA","Medium metropolitan hospitals","2018–19","Emergency",5111,67,"75%"
"4460","Peel Health Campus","Hospital","WA","Medium metropolitan hospitals","2019–20","Emergency",4678,68,"71%"
"4461","Peel Health Campus","Hospital","WA","Medium metropolitan hospitals","2011–12","Non-Urgent",6149,95,"91%"
"4462","Peel Health Campus","Hospital","WA","Medium metropolitan hospitals","2012–13","Non-Urgent",4730,96,"92%"
"4463","Peel Health Campus","Hospital","WA","Medium metropolitan hospitals","2013–14","Non-Urgent",3174,97,"92%"
"4464","Peel Health Campus","Hospital","WA","Medium metropolitan hospitals","2014–15","Non-Urgent",2939,NA,"91%"
"4465","Peel Health Campus","Hospital","WA","Medium metropolitan hospitals","2015–16","Non-Urgent",2567,NA,"91%"
"4466","Peel Health Campus","Hospital","WA","Medium metropolitan hospitals","2016–17","Non-Urgent",2596,NA,"90%"
"4467","Peel Health Campus","Hospital","WA","Medium metropolitan hospitals","2017–18","Non-Urgent",2640,91,"90%"
"4468","Peel Health Campus","Hospital","WA","Medium metropolitan hospitals","2018–19","Non-Urgent",2365,91,"89%"
"4469","Peel Health Campus","Hospital","WA","Medium metropolitan hospitals","2019–20","Non-Urgent",2858,90,"90%"
"4470","Peel Health Campus","Hospital","WA","Medium metropolitan hospitals","2011–12","Resuscitation",218,85,"99%"
"4471","Peel Health Campus","Hospital","WA","Medium metropolitan hospitals","2012–13","Resuscitation",170,100,"100%"
"4472","Peel Health Campus","Hospital","WA","Medium metropolitan hospitals","2013–14","Resuscitation",179,99,"100%"
"4473","Peel Health Campus","Hospital","WA","Medium metropolitan hospitals","2014–15","Resuscitation",166,NA,"99%"
"4474","Peel Health Campus","Hospital","WA","Medium metropolitan hospitals","2015–16","Resuscitation",125,NA,"100%"
"4475","Peel Health Campus","Hospital","WA","Medium metropolitan hospitals","2016–17","Resuscitation",152,NA,"100%"
"4476","Peel Health Campus","Hospital","WA","Medium metropolitan hospitals","2017–18","Resuscitation",136,100,"100%"
"4477","Peel Health Campus","Hospital","WA","Medium metropolitan hospitals","2018–19","Resuscitation",175,100,"100%"
"4478","Peel Health Campus","Hospital","WA","Medium metropolitan hospitals","2019–20","Resuscitation",182,100,"100%"
"4479","Peel Health Campus","Hospital","WA","Medium metropolitan hospitals","2011–12","Semi-Urgent",21905,65,"69%"
"4480","Peel Health Campus","Hospital","WA","Medium metropolitan hospitals","2012–13","Semi-Urgent",23084,71,"71%"
"4481","Peel Health Campus","Hospital","WA","Medium metropolitan hospitals","2013–14","Semi-Urgent",23024,81,"74%"
"4482","Peel Health Campus","Hospital","WA","Medium metropolitan hospitals","2014–15","Semi-Urgent",21870,NA,"73%"
"4483","Peel Health Campus","Hospital","WA","Medium metropolitan hospitals","2015–16","Semi-Urgent",21869,NA,"72%"
"4484","Peel Health Campus","Hospital","WA","Medium metropolitan hospitals","2016–17","Semi-Urgent",21324,NA,"73%"
"4485","Peel Health Campus","Hospital","WA","Medium metropolitan hospitals","2017–18","Semi-Urgent",20220,56,"72%"
"4486","Peel Health Campus","Hospital","WA","Medium metropolitan hospitals","2018–19","Semi-Urgent",20084,54,"71%"
"4487","Peel Health Campus","Hospital","WA","Medium metropolitan hospitals","2019–20","Semi-Urgent",21354,56,"74%"
"4488","Peel Health Campus","Hospital","WA","Medium metropolitan hospitals","2011–12","Urgent",9613,43,"67%"
"4489","Peel Health Campus","Hospital","WA","Medium metropolitan hospitals","2012–13","Urgent",12138,53,"66%"
"4490","Peel Health Campus","Hospital","WA","Medium metropolitan hospitals","2013–14","Urgent",12999,71,"68%"
"4491","Peel Health Campus","Hospital","WA","Medium metropolitan hospitals","2014–15","Urgent",13993,NA,"66%"
"4492","Peel Health Campus","Hospital","WA","Medium metropolitan hospitals","2015–16","Urgent",13600,NA,"65%"
"4493","Peel Health Campus","Hospital","WA","Medium metropolitan hospitals","2016–17","Urgent",12678,NA,"65%"
"4494","Peel Health Campus","Hospital","WA","Medium metropolitan hospitals","2017–18","Urgent",12877,39,"63%"
"4495","Peel Health Campus","Hospital","WA","Medium metropolitan hospitals","2018–19","Urgent",13635,37,"63%"
"4496","Peel Health Campus","Hospital","WA","Medium metropolitan hospitals","2019–20","Urgent",12852,39,"67%"
"4497","Rockingham General Hospital","Hospital","WA","Large metropolitan hospitals","2011–12","Emergency",5339,83,"81%"
"4498","Rockingham General Hospital","Hospital","WA","Large metropolitan hospitals","2012–13","Emergency",5510,81,"84%"
"4499","Rockingham General Hospital","Hospital","WA","Large metropolitan hospitals","2013–14","Emergency",5385,85,"84%"
"4500","Rockingham General Hospital","Hospital","WA","Large metropolitan hospitals","2014–15","Emergency",6241,88,"80%"
"4501","Rockingham General Hospital","Hospital","WA","Large metropolitan hospitals","2015–16","Emergency",7415,81,"77%"
"4502","Rockingham General Hospital","Hospital","WA","Large metropolitan hospitals","2016–17","Emergency",7364,84,"76%"
"4503","Rockingham General Hospital","Hospital","WA","Large metropolitan hospitals","2017–18","Emergency",7147,84,"77%"
"4504","Rockingham General Hospital","Hospital","WA","Large metropolitan hospitals","2018–19","Emergency",7676,82,"76%"
"4505","Rockingham General Hospital","Hospital","WA","Large metropolitan hospitals","2019–20","Emergency",8022,82,"77%"
"4506","Rockingham General Hospital","Hospital","WA","Large metropolitan hospitals","2011–12","Non-Urgent",1132,84,"89%"
"4507","Rockingham General Hospital","Hospital","WA","Large metropolitan hospitals","2012–13","Non-Urgent",1406,86,"90%"
"4508","Rockingham General Hospital","Hospital","WA","Large metropolitan hospitals","2013–14","Non-Urgent",1862,91,"92%"
"4509","Rockingham General Hospital","Hospital","WA","Large metropolitan hospitals","2014–15","Non-Urgent",1348,92,"92%"
"4510","Rockingham General Hospital","Hospital","WA","Large metropolitan hospitals","2015–16","Non-Urgent",1141,93,"92%"
"4511","Rockingham General Hospital","Hospital","WA","Large metropolitan hospitals","2016–17","Non-Urgent",1673,90,"92%"
"4512","Rockingham General Hospital","Hospital","WA","Large metropolitan hospitals","2017–18","Non-Urgent",1786,91,"92%"
"4513","Rockingham General Hospital","Hospital","WA","Large metropolitan hospitals","2018–19","Non-Urgent",2067,90,"91%"
"4514","Rockingham General Hospital","Hospital","WA","Large metropolitan hospitals","2019–20","Non-Urgent",2279,90,"94%"
"4515","Rockingham General Hospital","Hospital","WA","Large metropolitan hospitals","2011–12","Resuscitation",213,100,"100%"
"4516","Rockingham General Hospital","Hospital","WA","Large metropolitan hospitals","2012–13","Resuscitation",233,100,"100%"
"4517","Rockingham General Hospital","Hospital","WA","Large metropolitan hospitals","2013–14","Resuscitation",204,100,"100%"
"4518","Rockingham General Hospital","Hospital","WA","Large metropolitan hospitals","2014–15","Resuscitation",311,100,"100%"
"4519","Rockingham General Hospital","Hospital","WA","Large metropolitan hospitals","2015–16","Resuscitation",350,100,"100%"
"4520","Rockingham General Hospital","Hospital","WA","Large metropolitan hospitals","2016–17","Resuscitation",293,100,"100%"
"4521","Rockingham General Hospital","Hospital","WA","Large metropolitan hospitals","2017–18","Resuscitation",297,100,"100%"
"4522","Rockingham General Hospital","Hospital","WA","Large metropolitan hospitals","2018–19","Resuscitation",334,100,"100%"
"4523","Rockingham General Hospital","Hospital","WA","Large metropolitan hospitals","2019–20","Resuscitation",335,100,"100%"
"4524","Rockingham General Hospital","Hospital","WA","Large metropolitan hospitals","2011–12","Semi-Urgent",23748,58,"66%"
"4525","Rockingham General Hospital","Hospital","WA","Large metropolitan hospitals","2012–13","Semi-Urgent",23307,56,"68%"
"4526","Rockingham General Hospital","Hospital","WA","Large metropolitan hospitals","2013–14","Semi-Urgent",23747,70,"72%"
"4527","Rockingham General Hospital","Hospital","WA","Large metropolitan hospitals","2014–15","Semi-Urgent",24057,73,"72%"
"4528","Rockingham General Hospital","Hospital","WA","Large metropolitan hospitals","2015–16","Semi-Urgent",23366,73,"73%"
"4529","Rockingham General Hospital","Hospital","WA","Large metropolitan hospitals","2016–17","Semi-Urgent",22040,69,"73%"
"4530","Rockingham General Hospital","Hospital","WA","Large metropolitan hospitals","2017–18","Semi-Urgent",23440,70,"72%"
"4531","Rockingham General Hospital","Hospital","WA","Large metropolitan hospitals","2018–19","Semi-Urgent",24079,62,"71%"
"4532","Rockingham General Hospital","Hospital","WA","Large metropolitan hospitals","2019–20","Semi-Urgent",24160,64,"74%"
"4533","Rockingham General Hospital","Hospital","WA","Large metropolitan hospitals","2011–12","Urgent",16260,47,"62%"
"4534","Rockingham General Hospital","Hospital","WA","Large metropolitan hospitals","2012–13","Urgent",17227,45,"63%"
"4535","Rockingham General Hospital","Hospital","WA","Large metropolitan hospitals","2013–14","Urgent",16134,59,"65%"
"4536","Rockingham General Hospital","Hospital","WA","Large metropolitan hospitals","2014–15","Urgent",17688,61,"63%"
"4537","Rockingham General Hospital","Hospital","WA","Large metropolitan hospitals","2015–16","Urgent",19444,57,"63%"
"4538","Rockingham General Hospital","Hospital","WA","Large metropolitan hospitals","2016–17","Urgent",19987,54,"61%"
"4539","Rockingham General Hospital","Hospital","WA","Large metropolitan hospitals","2017–18","Urgent",20517,54,"60%"
"4540","Rockingham General Hospital","Hospital","WA","Large metropolitan hospitals","2018–19","Urgent",20306,42,"59%"
"4541","Rockingham General Hospital","Hospital","WA","Large metropolitan hospitals","2019–20","Urgent",20682,43,"64%"
"4542","St John of God Midland Public Hospital","Hospital","WA","Large metropolitan hospitals","2015–16","Emergency",6066,47,"77%"
"4543","St John of God Midland Public Hospital","Hospital","WA","Large metropolitan hospitals","2016–17","Emergency",10461,76,"76%"
"4544","St John of God Midland Public Hospital","Hospital","WA","Large metropolitan hospitals","2017–18","Emergency",11553,84,"77%"
"4545","St John of God Midland Public Hospital","Hospital","WA","Large metropolitan hospitals","2018–19","Emergency",10852,83,"76%"
"4546","St John of God Midland Public Hospital","Hospital","WA","Large metropolitan hospitals","2019–20","Emergency",11423,90,"77%"
"4547","St John of God Midland Public Hospital","Hospital","WA","Large metropolitan hospitals","2015–16","Non-Urgent",1535,89,"92%"
"4548","St John of God Midland Public Hospital","Hospital","WA","Large metropolitan hospitals","2016–17","Non-Urgent",3720,92,"92%"
"4549","St John of God Midland Public Hospital","Hospital","WA","Large metropolitan hospitals","2017–18","Non-Urgent",4922,94,"92%"
"4550","St John of God Midland Public Hospital","Hospital","WA","Large metropolitan hospitals","2018–19","Non-Urgent",5713,92,"91%"
"4551","St John of God Midland Public Hospital","Hospital","WA","Large metropolitan hospitals","2019–20","Non-Urgent",5673,95,"94%"
"4552","St John of God Midland Public Hospital","Hospital","WA","Large metropolitan hospitals","2015–16","Resuscitation",278,99,"100%"
"4553","St John of God Midland Public Hospital","Hospital","WA","Large metropolitan hospitals","2016–17","Resuscitation",537,100,"100%"
"4554","St John of God Midland Public Hospital","Hospital","WA","Large metropolitan hospitals","2017–18","Resuscitation",530,100,"100%"
"4555","St John of God Midland Public Hospital","Hospital","WA","Large metropolitan hospitals","2018–19","Resuscitation",469,100,"100%"
"4556","St John of God Midland Public Hospital","Hospital","WA","Large metropolitan hospitals","2019–20","Resuscitation",499,100,"100%"
"4557","St John of God Midland Public Hospital","Hospital","WA","Large metropolitan hospitals","2015–16","Semi-Urgent",12568,48,"73%"
"4558","St John of God Midland Public Hospital","Hospital","WA","Large metropolitan hospitals","2016–17","Semi-Urgent",25988,62,"73%"
"4559","St John of God Midland Public Hospital","Hospital","WA","Large metropolitan hospitals","2017–18","Semi-Urgent",28958,63,"72%"
"4560","St John of God Midland Public Hospital","Hospital","WA","Large metropolitan hospitals","2018–19","Semi-Urgent",31481,57,"71%"
"4561","St John of God Midland Public Hospital","Hospital","WA","Large metropolitan hospitals","2019–20","Semi-Urgent",30546,66,"74%"
"4562","St John of God Midland Public Hospital","Hospital","WA","Large metropolitan hospitals","2015–16","Urgent",14447,27,"63%"
"4563","St John of God Midland Public Hospital","Hospital","WA","Large metropolitan hospitals","2016–17","Urgent",24055,47,"61%"
"4564","St John of God Midland Public Hospital","Hospital","WA","Large metropolitan hospitals","2017–18","Urgent",23715,54,"60%"
"4565","St John of God Midland Public Hospital","Hospital","WA","Large metropolitan hospitals","2018–19","Urgent",25872,40,"59%"
"4566","St John of God Midland Public Hospital","Hospital","WA","Large metropolitan hospitals","2019–20","Urgent",26019,47,"64%"
"4567","Swan District Hospital","Hospital","WA","Medium metropolitan hospitals","2011–12","Emergency",6027,68,"79%"
"4568","Swan District Hospital","Hospital","WA","Medium metropolitan hospitals","2012–13","Emergency",6666,67,"81%"
"4569","Swan District Hospital","Hospital","WA","Medium metropolitan hospitals","2013–14","Emergency",6657,81,"83%"
"4570","Swan District Hospital","Hospital","WA","Medium metropolitan hospitals","2014–15","Emergency",7698,80,"80%"
"4571","Swan District Hospital","Hospital","WA","Medium metropolitan hospitals","2015–16","Emergency",3087,67,"77%"
"4572","Swan District Hospital","Hospital","WA","Medium metropolitan hospitals","2011–12","Non-Urgent",2289,91,"91%"
"4573","Swan District Hospital","Hospital","WA","Medium metropolitan hospitals","2012–13","Non-Urgent",2217,94,"92%"
"4574","Swan District Hospital","Hospital","WA","Medium metropolitan hospitals","2013–14","Non-Urgent",2249,95,"92%"
"4575","Swan District Hospital","Hospital","WA","Medium metropolitan hospitals","2014–15","Non-Urgent",2526,92,"91%"
"4576","Swan District Hospital","Hospital","WA","Medium metropolitan hospitals","2015–16","Non-Urgent",1017,90,"91%"
"4577","Swan District Hospital","Hospital","WA","Medium metropolitan hospitals","2011–12","Resuscitation",309,99,"99%"
"4578","Swan District Hospital","Hospital","WA","Medium metropolitan hospitals","2012–13","Resuscitation",365,99,"100%"
"4579","Swan District Hospital","Hospital","WA","Medium metropolitan hospitals","2013–14","Resuscitation",300,100,"100%"
"4580","Swan District Hospital","Hospital","WA","Medium metropolitan hospitals","2014–15","Resuscitation",366,100,"99%"
"4581","Swan District Hospital","Hospital","WA","Medium metropolitan hospitals","2015–16","Resuscitation",154,100,"100%"
"4582","Swan District Hospital","Hospital","WA","Medium metropolitan hospitals","2011–12","Semi-Urgent",19563,58,"69%"
"4583","Swan District Hospital","Hospital","WA","Medium metropolitan hospitals","2012–13","Semi-Urgent",16915,60,"71%"
"4584","Swan District Hospital","Hospital","WA","Medium metropolitan hospitals","2013–14","Semi-Urgent",15957,69,"74%"
"4585","Swan District Hospital","Hospital","WA","Medium metropolitan hospitals","2014–15","Semi-Urgent",17938,62,"73%"
